account,project,comments  ,empty comments ,patterns,dispersion,type
taion,react-bootstrap/dom-helpers,32,10.0,22,0.02972415831168238,Human
tdewolff,tdewolff/minify,100,0.0,96,0.034893969301453144,Human
liabru,liabru/matter-js,100,0.0,99,0.02587425298916387,Human
Roasbeef,lightninglabs/neutrino,100,6.0,92,0.038451604454005424,Human
Shouqun,Shouqun/node-dbus,60,25.0,32,0.03488149348743492,Human
oleavr,frida/frida,100,0.0,96,0.029915468863476888,Human
smikula,smikula/good-fences,93,29.0,64,0.03896707624217224,Human
hadjipantelis,topepo/caret,100,0.0,98,0.034605600164265796,Human
topepo,topepo/caret,100,4.0,82,0.040984681309964195,Human
slr71,cyverse-de/cyverse-groups-client,28,7.0,12,0.054093218771601684,Human
dgassaway,twitter/scoot,100,11.0,89,0.035439898861604965,Human
mcdonc,Pylons/waitress,34,0.0,34,0.029342616384712153,Human
bertjwregeer,Pylons/waitress,100,3.0,96,0.03557429521327462,Human
prescottprue,prescottprue/generator-react-firebase,100,0.0,86,0.0402112920459253,Human
hnovikov,google/martian,13,1.0,13,0.02976486506307939,Human
Christina-Kang,microsoft/service-fabric-cli,100,0.0,60,0.11703430059172719,Human
samedder,microsoft/service-fabric-cli,100,3.0,92,0.03387585827448272,Human
ericfischer,mapbox/tippecanoe,/,/,/,/,/
akshayjshah,uber-go/config,62,0.0,55,0.031821758030381946,Human
buschtoens,salsify/ember-css-modules,71,0.0,70,0.029750326304685933,Human
dfreeman,salsify/ember-css-modules,100,4.0,97,0.03658075238225944,Human
briochh,jtwhite79/pyemu,/,/,/,/,/
papandreou,ljharb/qs,15,0.0,15,0.024736294948412594,Human
sumitkdey,oracle/oci-java-sdk,17,9.0,9,0.024706693843220932,Human
iOShepherd,button/button-merchant-ios,/,/,/,/,/
mschuchard,mschuchard/linter-jenkins,25,0.0,25,0.0303495396778509,Human
texastoland,eslint/typescript-eslint-parser,15,0.0,15,0.03330063753627197,Human
JamesHenry,eslint/typescript-eslint-parser,100,2.0,75,0.0570416405385099,Human
jpcarzolio,TeselaGen/teselagen-react-components,25,4.0,21,0.03989383602649115,Human
tnrich,TeselaGen/teselagen-react-components,37,4.0,30,0.036048939070477654,Human
krystophv,tidepool-org/viz,80,3.0,58,0.043962695800657495,Human
oyed,colyseus/colyseus,73,0.0,73,0.027066856704437595,Human
waigani,codelingo/lingo,100,23.0,75,0.03673138800920704,Human
emersonwood,codelingo/lingo,100,63.0,36,0.019517185024204724,Human
colin-marshall,olefredrik/FoundationPress,100,0.0,94,0.03154716976217385,Human
jayair,AnomalyInnovations/serverless-nodejs-starter,100,7.0,90,0.03678650422755829,Human
fetrarij,fetrarij/ngx-daterangepicker-material,100,4.0,93,0.0346830017174928,Human
tiggerntatie,BrythonServer/ggame,56,46.0,11,0.012448330702268584,Human
losborne,projectcypress/health-data-standards,/,/,/,/,/
nazrhom,balena-io/vb-test,100,3.0,5,0.16369481501767313,Human
fzerorubigd,XaminProject/handlebars.php,88,4.0,75,0.04612854712065182,Human
gopherbot,golang/tour,100,0.0,4,0.2522879926375207,Bot
SirePi,AdamsLair/duality,100,0.0,97,0.0349641396435596,Human
ilexp,AdamsLair/duality,100,0.0,99,0.03534666811212754,Human
jamienoss,spacetelescope/acstools,58,0.0,53,0.03648620918671269,Human
pllim,spacetelescope/acstools,100,1.0,90,0.03262591609845325,Human
JoshKarpel,htcondor/htmap,100,0.0,91,0.03474493357194797,Human
comtihon,comtihon/catcher,97,11.0,81,0.03854027156714908,Human
GermanBluefox,foxriver76/ioBroker.denon,27,1.0,17,0.08433237630038581,Human
Tanner-MS,schrodinger/fixed-data-table-2,19,0.0,17,0.0587631554868889,Human
wcjordan,schrodinger/fixed-data-table-2,100,0.0,81,0.041070154736700434,Human
wernerglinka,jstransformers/jstransformer-nunjucks,13,2.0,12,0.038672152327443164,Human
feltech,onivim/oni,63,0.0,63,0.026855243055867204,Human
ZNick1982,uploadcare/ngx-uploadcare-widget,61,5.0,56,0.04037652702196538,Human
Chethannp,uploadcare/ngx-uploadcare-widget,80,0.0,78,0.035950637011201304,Human
frankus,apptentive/apptentive-cordova,34,4.0,17,0.15542410690269048,Human
Scrum,Scrum/vue-2-breadcrumbs,100,34.0,67,0.034547523539730306,Human
joelmartinez,joelmartinez/GitmoSharp,13,3.0,11,0.031571619998291035,Human
nelio2k,couchbaselabs/gojsonsm,100,15.0,85,0.0364471958512003,Human
heynext,heynext/v-contextmenu,86,11.0,67,0.02865809023160695,Human
norkans7,rapidpro/dash,100,50.0,37,0.02670362315891635,Human
sharafian,interledgerjs/ilp-connector,75,4.0,72,0.03562114169886693,Human
JC1738,opentable/sous,/,/,/,/,/
sous-machine-account,opentable/sous,/,/,/,/,/
jmmv,bazelbuild/sandboxfs,100,16.0,85,0.043895161288945626,Human
taralx,bazelbuild/sandboxfs,13,0.0,12,0.033181181292073564,Human
Lange,Lange/node-elgato-stream-deck,/,/,/,/,/
ProbablePrime,Lange/node-elgato-stream-deck,/,/,/,/,/
diogonicoleti,ContaAzul/postgresql_exporter,29,0.0,29,0.04258408024963439,Human
Mogball,wio/wio,96,26.0,71,0.03348021046526256,Human
kytrinyx,exercism/cli,100,0.0,100,0.033233733107405475,Human
pstehlik,centrifuge/centrifuge-ethereum-contracts,22,3.0,20,0.04013440188764753,Human
manofstick,kevin-montrose/Jil,82,0.0,82,0.03554630660855417,Human
iamcal,iamcal/js-emoji,100,6.0,92,0.03573402335674438,Human
ARolek,go-spatial/tegola,100,2.0,98,0.032220682112863865,Human
skempisty,edlio/uniform,/,/,/,/,/
mrmrs,tachyons-css/tachyons,100,0.0,93,0.03469844376845685,Human
heyzooi,Kinvey/swift-sdk,100,0.0,99,0.04806735449781798,Human
Widdershin,cyclejs/cyclejs,100,2.0,98,0.03355582621665961,Human
staltz,cyclejs/cyclejs,100,0.0,99,0.034667488369825965,Human
matzkoh,matzkoh/slack-outgoing-textlint,61,9.0,4,0.47175127220317803,Bot
kashike,google/guice,28,0.0,26,0.038241188218347315,Human
sameb,google/guice,100,5.0,95,0.03503664283825529,Human
jamiealquiza,DataDog/kafka-kit,100,12.0,87,0.033580192487358974,Human
grofit,EcsRx/ecsrx,44,0.0,44,0.04292968098525095,Human
weierophinney,zendframework/ZendService_Amazon,/,/,/,/,/
OndraM,pionyr/pionyr-cz-client,16,13.0,4,0.0055441754848161075,Human
jridgewell,google/incremental-dom,100,2.0,94,0.033353261046476186,Human
jkasten2,OneSignal/OneSignal-Flutter-SDK,100,0.0,92,0.0318978399497303,Human
djhouseknecht,MyPureCloud/ember-webrtc-troubleshoot,38,16.0,14,0.08655808581268087,Human
gliptak,functionaljava/functionaljava,100,7.0,60,0.024807529119476108,Human
WSmonkey,lino-network/lino-js,21,20.0,2,1.0658139757424733e-17,Human
jessepeterson,micromdm/micromdm,100,4.0,95,0.03451415841552171,Human
old-fusion-bot,fusionjs/fusion-plugin-apollo-server,49,0.0,24,0.2231305301453623,Bot
istarkov,acdlite/recompose,100,1.0,95,0.03096546467091927,Human
ludwigschubert,tensorflow/lucid,100,2.0,93,0.0352107405854058,Human
Ntonio36,smogon/damage-calc,100,12.0,84,0.033440846651408666,Human
maxbrunsfeld,atom/autocomplete-plus,40,1.0,39,0.03667721260518843,Human
Nightsd01,OneSignal/OneSignal-Flutter-SDK,100,0.0,100,0.026715392370763813,Human
b4dnewz,dthree/vorpal,12,0.0,12,0.029100554982411944,Human
anishkny,gothinkster/realworld,100,24.0,73,0.03699254834872314,Human
vitorbal,zapier/eslint-plugin-zapier,43,3.0,41,0.03493900534786536,Human
asyncanup,Netflix/falcor,100,18.0,83,0.03333850999354752,Human
ltv511,cloudflare/mitmengine,/,/,/,/,/
jpeach,mesos/mesos_exporter,36,2.0,34,0.03517577397162949,Human
zalmoxisus,zalmoxisus/remote-redux-devtools,100,0.0,97,0.03159324342540519,Human
rnojiri,uol/gobol,58,38.0,20,0.029014719202692635,Human
ajoymajumdar,Netflix/metacat,100,33.0,67,0.0412422810564528,Human
qoomon,qoomon/maven-git-versioning-extension,100,0.0,97,0.030385988227921865,Human
michelvocks,gaia-pipeline/gaia,100,6.0,94,0.03899689300682422,Human
Skarlso,gaia-pipeline/gaia,100,6.0,58,0.025506031928494995,Human
abhinav,thriftrw/thriftrw-go,100,6.0,94,0.034113987497268405,Human
johnstill,ComputationalMedicineLab/fast_intensity,13,2.0,12,0.03868083275101383,Human
zachferland,uport-project/uport-connect,100,32.0,67,0.03494012885791324,Human
ryan-rs,rcbops/zigzag,48,2.0,47,0.031572818885179564,Human
kerrykimbrough,Cornutum/tcases,100,18.0,67,0.04265146421122041,Human
annstriganova,axibase/atsd-api-python,34,24.0,11,0.013720345352547628,Human
sseide,joeferner/redis-commander,100,0.0,97,0.032942004674344244,Human
mitsuhiko,getsentry/sentry-rust,100,11.0,82,0.0398300653723694,Human
rmfitzpatrick,jaegertracing/jaeger-client-python,18,0.0,18,0.030862035491384117,Human
jrburke,requirejs/r.js,100,1.0,99,0.039211103401403276,Human
Nihlus,Firwood-Software/AdvancedDLSupport,100,0.0,99,0.029827890591094336,Human
luchotc,mumuki/mumuki-gobstones-runner,100,10.0,83,0.037326355773444786,Human
rodri042,mumuki/mumuki-gobstones-runner,100,3.0,91,0.03263703057311741,Human
flbulgarelli,mumuki/mumuki-gobstones-runner,100,10.0,91,0.029708096331953718,Human
hanabi1224,hanabi1224/RuAnnoy,56,56.0,1,0.0,Human
vkcn,madwire-media/sails-generate-forestay,49,28.0,22,0.018665741468739054,Human
snakefoot,JDetmar/NLog.Extensions.AzureStorage,100,10.0,88,0.03272546252725927,Human
JDetmar,JDetmar/NLog.Extensions.AzureStorage,59,2.0,41,0.05329279080724818,Human
wilzbach,dlang-community/dfmt,70,5.0,65,0.03394025173202864,Human
Hackerpilot,dlang-community/dfmt,100,9.0,92,0.036440520985296064,Human
FireController1847,fent/node-ytdl-core,100,1.0,97,0.03292376069644422,Human
fent,fent/node-ytdl-core,100,1.0,95,0.031619546396231,Human
wieslawsoltes,wieslawsoltes/Dock,100,9.0,87,0.03349053383050011,Human
cugini-dbx,dropbox/pygerduty,18,2.0,16,0.050049273671861357,Human
greatislander,wp-cli/i18n-command,12,0.0,11,0.036859720689147016,Human
schlessera,wp-cli/i18n-command,100,7.0,91,0.03834530951014715,Human
dabernathy89,dabernathy89/vue-query-builder,76,2.0,74,0.03461076110025617,Human
jasonyin,oracle/oci-go-sdk,95,4.0,76,0.03901593749283517,Human
lukasz-pyrzyk,lukasz-pyrzyk/Kronos,100,63.0,25,0.014879945877731398,Human
peburrows,peburrows/goth,100,3.0,90,0.03784046335860579,Human
mattsb42-aws,aws/aws-dynamodb-encryption-python,100,1.0,77,0.052791816737583645,Human
ef4,ef4/ember-auto-import,100,4.0,92,0.03712972150604521,Human
bcomnes,netlify/open-api,82,2.0,78,0.032272757148072366,Human
futuregerald,netlify/open-api,19,2.0,17,0.037744070130830455,Human
calavera,netlify/open-api,87,1.0,63,0.07164911151330162,Human
editicalu,editicalu/nordselect,34,11.0,24,0.03699255794483682,Human
mhammond,mhammond/pywin32,100,4.0,91,0.03660111218352141,Human
jaffee,pilosa/pdk,100,15.0,85,0.0372849696771458,Human
chessai,haskell-trasa/trasa,31,5.0,27,0.032785650872433854,Human
andrewthad,haskell-trasa/trasa,18,2.0,17,0.031739318058066415,Human
alexgrozav,inkline/inkline,100,0.0,88,0.03954707976660713,Human
MabezDev,MabezDev/ssd1351,21,5.0,17,0.03266737786935752,Human
mauricius,mauricius/vue-draggable-resizable,100,2.0,96,0.03479005703696993,Human
Shesekino,Shesekino/bleach,28,12.0,17,0.022468613118635555,Human
rossta,rossta/montrose,100,16.0,78,0.03656491567639289,Human
farskipper,Picolab/pico-engine,100,8.0,83,0.03131634692964258,Human
csvenke,csvenke/react-semantic-render,52,37.0,14,0.014213145233001118,Human
nkubala,GoogleContainerTools/container-diff,100,16.0,82,0.04445917112272683,Human
grant-d,k2workflow/Clay,100,41.0,59,0.026545009309130098,Human
jcdickinson,k2workflow/Clay,96,29.0,67,0.030329150049424925,Human
aviary2-wf,Workiva/platform_detect,19,0.0,3,0.2629596649576362,Bot
jayudey-wf,Workiva/platform_detect,14,0.0,8,0.09538371210505062,Bot
lpinca,primus/eventemitter3,100,0.0,86,0.03496011590582879,Human
3rd-Eden,primus/eventemitter3,84,0.0,82,0.03659807380186053,Human
kvesteri,kvesteri/sqlalchemy-continuum,100,9.0,64,0.0663477211532865,Human
johnduarte,rcbops/pytest-rpc,37,0.0,22,0.12820600728822104,Human
rdvelazquez,veg/hyphy-vision,100,12.0,84,0.040609664194584234,Human
ztellman,ztellman/aleph,100,0.0,92,0.03864546267504571,Human
chrisdone,chrisdone/hindent,/,/,/,/,/
MonkeyDZeke,mholt/PapaParse,41,0.0,40,0.03266652834830901,Human
dboskovic,mholt/PapaParse,80,1.0,80,0.03207708842404469,Human
pokoli,mholt/PapaParse,100,3.0,94,0.0401122330270005,Human
CFPBot,cfpb/capital-framework,100,0.0,7,0.31518755452977454,Bot
rodrigc,gotestyourself/gotestsum,15,1.0,15,0.04170008133344467,Human
rmp135,rmp135/sql-ts,91,0.0,90,0.03007756186476094,Human
pedrobaeza,OCA/margin-analysis,100,0.0,62,0.09874877587866332,Human
kataras,iris-contrib/middleware,38,2.0,37,0.03496417191934857,Human
lucasvo,centrifuge/centrifuge-protobufs,31,17.0,15,0.031563110729237974,Human
hkethi002,flywheel-io/bids-client,/,/,/,/,/
justmoon,interledgerjs/ilp-connector,100,8.0,87,0.03356973857830352,Human
CodyReichert,storybookjs/react-inspector,33,0.0,33,0.035136492198572254,Human
shomron,ksonnet/ksonnet,100,3.0,83,0.03908463280037809,Human
hdevalence,dalek-cryptography/curve25519-dalek,100,2.0,98,0.036701933770165236,Human
jimmynotjim,cfpb/capital-framework,100,0.0,87,0.04146796635304227,Human
williamjamir,ESSS/hookman,61,33.0,29,0.02663412470985246,Human
max3903,OCA/l10n-usa,91,6.0,74,0.03592515587479256,Human
murtuzasaleh,OCA/l10n-usa,22,0.0,18,0.05814978053135867,Human
gmyenni,weecology/portalr,100,32.0,65,0.02969867241614279,Human
devcircus,bright-components/valid,/,/,/,/,/
gmcdev,ff0000-ad-tech/wp-deploy-manager,19,18.0,2,-1.1808638686326804e-17,Human
felixfiskare,masvis/angular4-hal,12,1.0,11,0.04244609582791936,Human
LJaraCastillo,apptreesoftware/flutter_google_map_view,13,0.0,13,0.026194493738296833,Human
wjgilmore,dreamfactorysoftware/df-admin-app,20,9.0,10,0.043884827178418656,Human
kaczmarj,kaczmarj/neurodocker,100,0.0,94,0.03469159107164078,Human
ezesplit,splitio/ruby-client,33,14.0,19,0.031467888858681,Human
patricioe,splitio/ruby-client,77,13.0,65,0.03510680172310031,Human
estambakio-sc,OpusCapita/fsm-workflow,86,4.0,79,0.03342232153167276,Human
dustinmm80,cyberark/summon,71,4.0,67,0.03532144285232639,Human
sgnn7,cyberark/summon,100,1.0,94,0.035787570624454375,Human
fearthecowboy,Azure/autorest.azureresourceschema,17,8.0,10,0.029003965508563306,Human
tsloughter,census-instrumentation/opencensus-erlang,100,13.0,86,0.04109841675982223,Human
andmos,andmos/BikeshareClient,83,32.0,44,0.0351287992807862,Human
arvenil,percona/pmm-client,81,29.0,53,0.025474551067876862,Human
SolomoN-ua,firstandthird/load-grunt-config,100,0.0,97,0.030852624725339558,Human
ININ-TransifexAutomation,MyPureCloud/ember-webrtc-troubleshoot,47,0.0,2,0.2675313659045353,Bot
kkemple,kkemple/react-native-sideswipe,77,7.0,70,0.0387507842162648,Human
dchabot,pyepics/pyepics,100,0.0,100,0.03125178140885807,Human
newville,pyepics/pyepics,100,0.0,100,0.03908728022663494,Human
hhslepicka,pyepics/pyepics,32,1.0,32,0.04124548417411833,Human
Rich-Harris,sveltejs/svelte-loader,79,3.0,69,0.04015174706594286,Human
jpic,yourlabs/crudlfap,72,54.0,19,0.022261394823241232,Human
wbhob,CaliStyle/ng-intercom,100,0.0,90,0.034890494223340195,Human
FezVrasta,popperjs/react-popper,100,0.0,95,0.035119151253987395,Human
bdunne,ansible/ansible_tower_client_ruby,100,8.0,77,0.04324278185861712,Human
xz64,xz64/license-webpack-plugin,100,0.0,89,0.041054784059472764,Human
yoheimuta,yoheimuta/BufferedLogger,16,7.0,10,0.03438221288816665,Human
tcollignon,apache/maven-assembly-plugin,11,0.0,11,0.036809058788160876,Human
timperrett,Verizon/knobs,54,6.0,49,0.0368095122426276,Human
Szetty,GoogleCloudPlatform/k8s-stackdriver,17,0.0,9,0.12757930427047467,Bot
kawych,GoogleCloudPlatform/k8s-stackdriver,100,18.0,57,0.035161569345042526,Human
cwtuan,alibaba/react-intl-universal,100,5.0,93,0.030775869586254605,Human
pepyakin,paritytech/wasmi,100,11.0,87,0.03719805029604741,Human
dazuma,rgeo/rgeo,12,0.0,12,0.03462795565398875,Human
sschmidTU,0xfe/vexflow,100,0.0,100,0.025773821922482978,Human
0xfe,0xfe/vexflow,100,0.0,96,0.03584584573527823,Human
pravesh-a,zoho/zcrm-php-sdk,30,0.0,8,0.12823050315199452,Bot
afc163,react-component/time-picker,45,1.0,44,0.0301369684437674,Human
jonahgraham,eclipse/lsp4j,100,0.0,94,0.033915090267559615,Human
eikenb,pkg/sftp,100,0.0,95,0.03338246565163056,Human
RobinBuschmann,RobinBuschmann/sequelize-typescript,100,0.0,72,0.04658215685141101,Human
nicknisi,dojo/dijit,14,0.0,14,0.025991217956274702,Human
wkeese,dojo/dijit,100,0.0,96,0.032302750878924744,Human
brianegan,brianegan/chewie,100,0.0,85,0.04117320804875093,Human
ababic,ababic/django-cogwheels,18,6.0,12,0.0467610990489023,Human
MarekKojder,boldare/swift-api,40,19.0,22,0.0367156530905059,Human
alexlamsl,gruntjs/grunt-contrib-uglify,100,0.0,91,0.03054890565725101,Human
Link512,GetStream/stream-net,17,9.0,9,0.02484896733809145,Human
kood1,FINRAOS/MSL,100,3.0,85,0.03229999728375642,Human
Ghnuberath,raveljs/ravel,100,29.0,55,0.050305649451983715,Human
fm-tibco,TIBCOSoftware/flogo-lib,68,13.0,41,0.06772522368585993,Human
palypster,BRACKETS-by-TRIAD/admin-generator,19,5.0,15,0.0393504013121821,Human
cblomart,cblomart/vsphere-graphite,100,6.0,92,0.036405426741451294,Human
martinRenou,maartenbreddels/ipywebrtc,100,9.0,89,0.0378090691119366,Human
kristfal,nitaliano/react-native-mapbox-gl,100,0.0,97,0.03377387963803754,Human
rejas,Modernizr/Modernizr,100,4.0,92,0.03624264707738485,Human
mjpt777,real-logic/agrona,100,0.0,94,0.03258086853121731,Human
roman01la,clj-commons/citrus,100,0.0,95,0.03145278661256714,Human
faizanahmad055,stakater/Reloader,100,0.0,90,0.036176946729568935,Human
stakater-user,stakater/Reloader,100,0.0,2,0.28532615804232436,Bot
thiagobustamante,thiagobustamante/typescript-rest,84,0.0,82,0.032256270141256385,Human
chuckdumont,OpenNTF/dojo-webpack-plugin,100,31.0,63,0.03647615338834511,Human
g105b,PhpGt/Session,42,12.0,30,0.03454580096534492,Human
sammynx,honeytrap/honeytrap,100,20.0,78,0.0355559039222952,Human
jalvz,elastic/hey-apm,100,13.0,85,0.03470338431621517,Human
tsurdilo,kiegroup/jbpm-designer,100,14.0,78,0.03646197744583789,Human
LuboTerifaj,kiegroup/jbpm-designer,39,0.0,20,0.025473177515324994,Human
gruberrolandvaltech,valtech/aem-easy-content-upgrade,100,15.0,80,0.03672585561019611,Human
MatkovIvan,Azure/azure-mobile-apps-net-client,100,4.0,87,0.039897077141747915,Human
Naktibalda,Codeception/Stub,38,3.0,36,0.033852859145820736,Human
masodu,adobe/commerce-cif-commercetools,14,3.0,7,0.15098433065134598,Human
MaikuB,MaikuB/flutter_local_notifications,100,4.0,91,0.045659242833106566,Human
dasiths,dasiths/NimbleConfig,19,17.0,3,0.0030502557722916256,Human
saniales,saniales/golang-crypto-trading-bot,100,29.0,65,0.037464003535896837,Human
bitbager,BitBagCommerce/SyliusElasticsearchPlugin,84,13.0,58,0.03929503870256046,Human
zBritva,microsoft/PowerBI-visuals-tools,100,43.0,57,0.030566786174122958,Human
nical,nical/lyon,100,11.0,83,0.03683240536109526,Human
akurilov,emc-mongoose/mongoose,74,51.0,23,0.01776301162065728,Human
samsalisbury,opentable/sous,/,/,/,/,/
vanniktech,vanniktech/gradle-dependency-graph-generator-plugin,100,9.0,85,0.035457892476551296,Human
marc92w,cinovo/cloudconductor-server,24,8.0,17,0.04014206764407517,Human
GreLI,svg/svgo,100,0.0,84,0.03476393224124126,Human
dkukharau,infobloxopen/protoc-gen-gorm,70,13.0,56,0.03869772366351822,Human
bjodah,bjodah/pyodesys,100,53.0,48,0.02116177578813131,Human
eternoendless,PrestaShop/gamification,21,0.0,17,0.04469833809589295,Human
Valodya,Backendless/JS-SDK,68,37.0,31,0.027820213783395442,Human
rashmigs1993,intuit/wasabi,13,13.0,1,0.0,Human
doroginin,utrack/clay,30,10.0,21,0.03193098935879991,Human
osherdp,reportportal/client-Python,12,1.0,12,0.03607331416077731,Human
krasoffski,reportportal/client-Python,36,0.0,33,0.029456100708330987,Human
shekhardahore,lithiumtech/li-ios-sdk,37,27.0,11,0.013016420246882645,Human
oliver----,stencila/stencila,/,/,/,/,/
thrawn01,mailgun/holster,55,13.0,43,0.03797047170659998,Human
andresgnlez,Vizzuality/vizzuality-components,24,1.0,17,0.09463529444301096,Human
phaazon,phaazon/luminance-rs,100,26.0,65,0.038621536154732926,Human
daniel-nichter,square/etre,35,14.0,22,0.02952331818152784,Human
acouch,GetDKAN/open_data_schema_map,24,3.0,21,0.03832372563166348,Human
nathanbowser,SpiderStrategies/kalpa-tree,100,12.0,81,0.04305197542766568,Human
mattsgarlata,SpiderStrategies/kalpa-tree,100,0.0,58,0.033979823063913915,Human
missinglink,pelias/wof-admin-lookup,60,0.0,59,0.03109048975949296,Human
vmx,ipfs/js-ipfs-unixfs-engine,16,1.0,16,0.030513020724792943,Human
achingbrain,ipfs/js-ipfs-unixfs-engine,51,4.0,47,0.035689848303159015,Human
bakoe,exozet/behat-utils,24,4.0,15,0.07011966095292907,Human
davegurnell,davegurnell/bridges,46,1.0,45,0.033135751346023076,Human
