Bot,Humain
,27.0
,34.0
,35.0
,53.0
,38.0
,28.0
,33.0
,30.0
,36.5
,42.0
,66.5
,30.0
,34.0
,39.0
,28.0
,67.0
,10.0
,38.0
,35.0
,27.0
,22.5
,31.0
,41.0
,49.0
,35.0
,25.5
,50.0
,100.0
,32.0
,28.0
,57.5
,27.0
,100.0
,34.0
,40.0
,29.0
,50.0
,28.0
,41.0
,48.0
,40.0
,32.0
,40.0
,36.0
,71.0
,31.0
,23.0
,33.0
,25.0
,27.0
,35.0
,50.0
,100.0
,20.0
,35.5
,31.0
,34.0
,37.0
,68.5
,17.0
,61.5
,28.0
,34.5
,29.0
,31.0
,21.0
,36.0
,34.0
,29.0
,28.0
,31.0
,32.0
,42.0
,57.5
,66.0
,37.0
,19.0
,30.0
,33.0
,29.0
,100.0
,37.0
,30.0
,26.0
,28.0
,61.5
,37.0
,34.0
,35.0
,63.5
,22.0
,10.0
,34.0
,35.0
,56.0
,61.5
,39.0
,34.0
,41.0
,30.0
,38.0
,35.5
,53.5
,35.0
,68.5
,29.0
,68.0
,66.0
,46.0
,70.5
,51.0
,37.0
,62.5
,71.0
,33.0
,32.0
,31.0
,37.0
,22.0
,29.5
,19.0
,37.0
,13.0
,29.0
,37.0
,34.0
,32.5
,100.0
,38.0
,33.5
,11.5
,26.0
,63.0
,10.0
,36.5
,55.5
,26.0
,33.0
,35.0
,38.0
,40.0
,67.0
,33.5
,37.0
,38.0
,34.0
,39.0
,24.0
,39.0
,24.0
,37.0
,50.0
,37.0
,3.0
,68.5
,39.0
,33.0
,35.0
,51.0
,39.0
,35.0
,30.0
,35.5
,39.0
,29.0
,41.0
,40.0
,34.0
,61.5
,31.0
,66.5
,37.0
,100.0
,64.5
,71.0
,68.5
,62.0
,69.5
,70.5
,33.0
,65.5
,30.0
,37.5
,64.0
,30.0
,27.0
,36.0
,31.0
,68.0
,12.5
,30.0
,29.0
,34.5
,64.0
,32.0
,27.0
,32.0
,28.0
,26.0
,28.0
,33.0
,35.0
,38.0
,31.0
,11.0
,31.0
,22.0
,25.0
,32.0
,41.0
,22.0
,58.5
,32.0
,34.0
,27.0
,58.0
,27.0
,69.0
,33.0
,29.0
,21.0
,20.0
,24.0
,35.0
,100.0
,4.0
,70.0
,61.5
,30.0
,30.0
,35.0
,36.0
,29.0
,18.0
,28.0
,25.0
,35.0
,28.0
,13.0
,33.0
,18.5
,33.0
,32.0
,6.0
,11.0
,33.0
,36.0
,55.0
,30.0
,27.0
,32.0
,33.0
,64.5
,63.5
,34.0
,19.0
,77.0
,34.0
,50.0
,27.0
,30.0
,35.5
,34.0
,33.0
,29.0
,32.0
,30.5
,29.0
,32.0
,22.0
,28.5
,46.0
,25.0
,25.0
,27.0
,34.0
,64.0
,32.0
,41.0
,26.0
,30.0
,27.5
,42.0
,34.0
,30.0
,33.0
,26.5
,40.5
,100.0
,30.0
,64.5
,37.0
,28.0
,68.0
,32.0
,70.0
,34.5
,16.0
